id,year,title,entry,phylum,class,order,genus,match_method,confidence,rationale
555,2023,LERF: Language Embedded Radiance Fields,"Kerr, Justin, Kim, Chung Min, Goldberg, Ken, Kanazawa, Angjoo, and Tancik, Matthew. 2023. LERF: Language Embedded Radiance Fields. In: Intl. Conf. on Computer Vision (ICCV).","Learning, Semantics & Spatial AI",Foundation and Open-World Spatial AI,Open-World Mapping,Open-Set Object Maps,codex_context_semantic,0.82,"Cited in open-world mapping context. Strongest Handbook context: 17.3.3 Implicit Functions. Genus label: Open-Set Object Maps (codex_context_genus, score=6)."
556,2022,Approximate differentiable rendering with algebraic surfaces,"Keselman, Leonid, and Hebert, Martial. 2022. Approximate differentiable rendering with algebraic surfaces. Pages 596-614 of: European Conf. on Computer Vision (ECCV). Springer.",Map Representations,Neural and Differentiable Maps,Neural Implicit Maps,NeRF Maps,codex_context_semantic,0.74,"Cited in NeRF/neural fields context. Strongest Handbook context: 14.2 Neural Radiance Fields (NeRF)  401. Genus label: NeRF Maps (codex_context_genus, score=35)."
557,2020,An introduction to automotive lidar,"Khader, Motaz, and Cherian, Samir. 2020. An introduction to automotive lidar. Texas Instruments.",Sensor & Odometry Modalities,LiDAR SLAM,LiDAR Sensing,Solid-State LiDAR,codex_context_semantic,0.66,"Cited in LiDAR sensing preliminaries. Strongest Handbook context: 8.1 LiDAR Sensing Preliminaries and Categorization. Genus label: Solid-State LiDAR (codex_context_genus, score=45)."
558,2020,Complementary multi-modal sensor fusion for resilient robot pose estimation in subterranean environments,"Khattak, Shehryar, Nguyen, Huan, Mascarich, Frank, Dang, Tung, and Alexis, Kostas. 2020. Complementary multi-modal sensor fusion for resilient robot pose estimation in subterranean environments. Pages 1024-1029 of: Intl. Conf. on Unmanned Aircraft Systems (ICUAS).",Sensor & Odometry Modalities,Proprioceptive and Aided Odometry,Leg Odometry,Legged State Estimation,codex_context_semantic,0.74,"Cited in leg odometry background. Strongest Handbook context: 12.1 Historical Background and Preliminaries  335. Genus label: Legged State Estimation (codex_context_genus, score=61)."
559,2024,DROID: A Large-Scale In-The-Wild Robot Manipulation Dataset,"Khazatsky, Alexander, Pertsch, Karl, Nair, Suraj, Balakrishna, Ashwin, Dasari, Sudeep, Karamcheti, Siddharth, Nasiriany, Soroush, Srirama, Mohan Kumar, Chen, Lawrence Yunliang, Ellis, Kirsty, Fagan, Peter David, Hejna, Joey, Itkina, Masha, Lepert, Marion, Ma, Yecheng Jason, Miller, Patrick Tree, Wu, Jimmy, Belkhale, Suneel, Dass, Shivin, Ha, Huy, Jain, Arhan, Lee, Abraham, Lee, Youngwoon, Memmel, Marius, Park, Sungjae, Radosavovic, Ilija, Wang, Kaiyuan, Zhan, Albert, Black, Kevin, Chi, Cheng, Hatch, Kyle Beltran, Lin, Shan, Lu, Jingpei, Mercat, Jean, Rehman, Abdul, Sanketi, Pannag R, Sharma, Archit, Simpson, Cody, Vuong, Quan, Walke, Homer Rich, Wulfe, Blake, Xiao, Ted, Yang, Jonathan Heewon, Yavary, Arefeh, Zhao, Tony Z., Agia, Christopher, Baijal, Rohan, Castro, Mateo Guaman, Chen, Daphne, Chen, Qiuyu, Chung, Trinity, Drake, Jaimyn, Foster, Ethan Paul, Gao, Jensen, Herrera, David Antonio, Heo, Minho, Hsu, Kyle, Hu, Jiaheng, Jackson, Donovon, Le, Charlotte, Li, Yunshuang, Lin, Kevin, Lin, Roy, Ma, Zehan, Maddukuri, Abhiram, Mirchandani, Suvir, Morton, Daniel, Nguyen, Tony, O'Neill, Abigail, Scalise, Rosario, Seale, Derick, Son, Victor, Tian, Stephen, Tran, Emi, Wang, Andrew E., Wu, Yilin, Xie, Annie, Yang, Jingyun, Yin, Patrick, Zhang, Yunchu, Bastani, Osbert, Berseth, Glen, Bohg, Jeannette, Goldberg, Ken, Gupta, Abhinav, Gupta, Abhishek, Jayaraman, Dinesh, Lim, Joseph J, Malik, Jitendra, Mart - in-Mart - in, Roberto, Ramamoorthy, Subramanian, Sadigh, Dorsa, Song, Shuran, Wu, Jiajun, Yip, Michael C., Zhu, Yuke, Kollar, Thomas, Levine, Sergey, and Finn, Chelsea. 2024. DROID: A Large-Scale In-The-Wild Robot Manipulation Dataset. arXiv preprint.","Learning, Semantics & Spatial AI",Foundation and Open-World Spatial AI,Open-World Mapping,Open-Set Object Maps,codex_context_semantic,0.74,"Cited in open-world Spatial AI further-reading context. Strongest Handbook context: 17.4 Further Readings & Recent Trends  517. Genus label: Open-Set Object Maps (codex_context_genus, score=6)."
560,2016,Treeconnectivity: Evaluating the graphical structure of SLAM,"Khosoussi, Kasra, Huang, Shoudong, and Dissanayake, Gamini. 2016. Treeconnectivity: Evaluating the graphical structure of SLAM. Pages 1316-1322 of: IEEE Intl. Conf. on Robotics and Automation (ICRA). IEEE.",Problem & System Context,Historical and Scope Framing,SLAM Eras,Graph Optimization Era,codex_context_fallback,0.42,"No reliable citation section was recovered; retained parser seed as low-confidence fallback. Genus label: Graph Optimization Era (codex_context_genus, score=25)."
561,2019,Reliable graphs for SLAM,"Khosoussi, Kasra, Giamou, Matthew, Sukhatme, Gaurav S, Huang, Shoudong, Dissanayake, Gamini, and How, Jonathan P. 2019. Reliable graphs for SLAM. Intl. J. of Robotics Research, 38(2-3), 260-298.","State, Geometry & Probabilistic Modeling",Observability and Uncertainty,Estimation Consistency,Gauge Freedom,codex_context_semantic,0.66,"Cited in solution accuracy / uncertainty context. Strongest Handbook context: 6.2 How Accurate is the Optimal Solution of a SLAM Problem?     177. Genus label: Gauge Freedom (codex_context_genus, score=19)."
562,2010,Multiple relative pose graphs for robust cooperative mapping,"Kim, Been, Kaess, Michael, Fletcher, Luke, Leonard, John, Bachrach, Abraham, Roy, Nicholas, and Teller, Seth. 2010. Multiple relative pose graphs for robust cooperative mapping. Pages 3185-3192 of: IEEE Intl. Conf. on Robotics and Automation (ICRA). IEEE.",Sensor & Odometry Modalities,LiDAR SLAM,LiDAR System Families,LiDAR-Inertial SLAM,codex_context_semantic,0.66,"Cited in LiDAR SLAM system context. Strongest Handbook context: 8.4.3 Multi-robot and Multi-session LiDAR SLAM. Genus label: LiDAR-Inertial SLAM (codex_context_genus, score=3)."
563,2018,Scan context: Egocentric spatial descriptor for place recognition within 3d point cloud map,"Kim, Giseop, and Kim, Ayoung. 2018. Scan context: Egocentric spatial descriptor for place recognition within 3d point cloud map. Pages 4802-4809 of: IEEE/RSJ Intl. Conf. on Intelligent Robots and Systems (IROS). IEEE.",Measurement Front-End,Place Recognition and Loop Closure,Place Recognition,LiDAR Place Recognition,codex_context_semantic,0.96,"Cited in LiDAR place recognition context. Strongest Handbook context: 8.3.1 Problem Definition. Genus label: LiDAR Place Recognition (codex_context_genus, score=61)."
564,2020,"Remove, then revert: Static point cloud map construction using multiresolution range images","Kim, Giseop, and Kim, Ayoung. 2020. Remove, then revert: Static point cloud map construction using multiresolution range images. Pages 10758-10765 of: IEEE/RSJ Intl. Conf. on Intelligent Robots and Systems (IROS). IEEE.",Map Representations,Dynamic and Deformable Maps,Dynamic SLAM Maps,Short-Term Dynamic Objects,codex_context_semantic,0.9,"Cited in long-term/lifelong SLAM context. Strongest Handbook context: 15.3.2 Map Cleaning and Change Detection. Genus label: Short-Term Dynamic Objects (codex_context_genus, score=64)."
565,2022,Lt-mapper: A modular framework for lidar-based lifelong mapping,"Kim, Giseop, and Kim, Ayoung. 2022. Lt-mapper: A modular framework for lidar-based lifelong mapping. Pages 7995-8002 of: IEEE Intl. Conf. on Robotics and Automation (ICRA). IEEE.",Map Representations,Dynamic and Deformable Maps,Dynamic SLAM Maps,Long-Term Lifelong Changes,codex_context_semantic,0.82,"Cited in dynamic SLAM problem characterization. Strongest Handbook context: 15.1.1 Characterizing Dynamics. Genus label: Long-Term Lifelong Changes (codex_context_genus, score=60)."
566,2019,"1-day learning, 1-year localization: Long-term lidar localization using scan context image","Kim, Giseop, Park, Byungjae, and Kim, Ayoung. 2019a. 1-day learning, 1-year localization: Long-term lidar localization using scan context image. IEEE Robotics and Automation Letters, 4(2), 1948-1955.",Sensor & Odometry Modalities,LiDAR SLAM,LiDAR System Families,LiDAR-Inertial SLAM,codex_context_semantic,0.66,"Cited in LiDAR SLAM further-reading context. Strongest Handbook context: 8.5 Further Readings & Recent Trends. Genus label: LiDAR-Inertial SLAM (codex_context_genus, score=19)."
567,2020,Mulran: Multimodal range dataset for urban place recognition,"Kim, Giseop, Park, Yeong Sang, Cho, Younghun, Jeong, Jinyong, and Kim, Ayoung. 2020. Mulran: Multimodal range dataset for urban place recognition. Pages 6246-6253 of: IEEE Intl. Conf. on Robotics and Automation (ICRA). IEEE.",Measurement Front-End,Place Recognition and Loop Closure,Place Recognition,Radar Place Recognition,codex_context_semantic,0.9,"Cited in radar place recognition context. Strongest Handbook context: 9.3.1 Unique Challenges in Radar Place Recognition. Genus label: Radar Place Recognition (codex_context_genus, score=45)."
568,2021,Scan context++: Structural place recognition robust to rotation and lateral variations in urban environments,"Kim, Giseop, Choi, Sunwook, and Kim, Ayoung. 2021. Scan context++: Structural place recognition robust to rotation and lateral variations in urban environments. IEEE Trans. Robotics, 38(3), 1856-1874.",Measurement Front-End,Place Recognition and Loop Closure,Place Recognition,LiDAR Place Recognition,codex_context_semantic,0.96,"Cited in LiDAR place recognition context. Strongest Handbook context: 8.3 LiDAR Place Recognition  237. Genus label: LiDAR Place Recognition (codex_context_genus, score=77)."
569,2025,HeRCULES: Heterogeneous Radar Dataset in Complex Urban Environment for Multi-session Radar SLAM,"Kim, Hanjun, Jung, Minwoo, Noh, Chiyun, Jung, Sangwoo, Song, Hyunho, Yang, Wooseong, Jang, Hyesu, and Kim, Ayoung. 2025. HeRCULES: Heterogeneous Radar Dataset in Complex Urban Environment for Multi-session Radar SLAM. In: IEEE Intl. Conf. on Robotics and Automation (ICRA).",Sensor & Odometry Modalities,Radar SLAM,Radar System Families,Radar Odometry,codex_context_semantic,0.82,"Title is a radar odometry/SLAM system. Genus label: Radar Odometry (codex_context_genus, score=42)."
570,2014,Simultaneous Mosaicing and Tracking with an Event Camera,"Kim, Hanme, Handa, Ankur, Benosman, Ryad, Ieng, Sio-Hoi, and Davison, Andrew J. 2014. Simultaneous Mosaicing and Tracking with an Event Camera. In: British Machine Vision Conf. (BMVC).",Sensor & Odometry Modalities,Event-Based SLAM,Event System Families,Event-Inertial Odometry,codex_context_semantic,0.9,"Cited in event-based SLAM taxonomy. Strongest Handbook context: 10.3 Overview and Taxonomy of Event-based SLAM Methods  287. Genus label: Event-Inertial Odometry (codex_context_genus, score=3)."
571,2016,RealTime 3D Reconstruction and 6-DoF Tracking with an Event Camera,"Kim, Hanme, Leutenegger, Stefan, and Davison, Andrew J. 2016. RealTime 3D Reconstruction and 6-DoF Tracking with an Event Camera. Pages 349-364 of: European Conf. on Computer Vision (ECCV).",Sensor & Odometry Modalities,Event-Based SLAM,Event System Families,Event-Based Mapping,codex_context_semantic,0.96,"Cited in event-based SLAM taxonomy. Strongest Handbook context: 10.3 Overview and Taxonomy of Event-based SLAM Methods  287. Genus label: Event-Based Mapping (codex_context_genus, score=6)."
572,2021,Real-Time Rotational Motion Estimation With Contrast Maximization Over Globally Aligned Events,"Kim, Haram, and Kim, H. Jin. 2021. Real-Time Rotational Motion Estimation With Contrast Maximization Over Globally Aligned Events. IEEE Robotics and Automation Letters, 6(3), 6016-6023.",Measurement Front-End,Raw-to-Pseudo Measurement Processing,Direct Measurement Formation,Photometric Residuals,codex_context_semantic,0.66,"Cited in event-based front-end context. Strongest Handbook context: 10.4.3 Direct Methods. Genus label: Photometric Residuals (codex_context_genus, score=35)."
573,2024,OpenVLA: An Open-Source Vision-Language-Action Model,"Kim, Moo Jin, Pertsch, Karl, Karamcheti, Siddharth, Xiao, Ted, Balakrishna, Ashwin, Nair, Suraj, Rafailov, Rafael, Foster, Ethan, Lam, Grace, Sanketi, Pannag, Vuong, Quan, Kollar, Thomas, Burchfiel, Benjamin, Tedrake, Russ, Sadigh, Dorsa, Levine, Sergey, Liang, Percy, and Finn, Chelsea. 2024. OpenVLA: An Open-Source Vision-Language-Action Model. arXiv preprint.","Learning, Semantics & Spatial AI",Foundation and Open-World Spatial AI,Open-World Mapping,Open-Set Object Maps,codex_context_semantic,0.66,"Cited in open-world Spatial AI further-reading context. Strongest Handbook context: 17.4 Further Readings & Recent Trends  517. Genus label: Open-Set Object Maps (codex_context_genus, score=6)."
574,2012,Building occupancy maps with a mixture of Gaussian processes,"Kim, S., and Kim, J. 2012. Building occupancy maps with a mixture of Gaussian processes. Pages 4756-4761 of: IEEE Intl. Conf. on Robotics and Automation (ICRA).",Map Representations,Dense Geometric Maps,Dense Reconstruction,Real-Time Dense Reconstruction,codex_context_semantic,0.74,"Cited in map construction / dense reconstruction context. Strongest Handbook context: 5.4.5 Gaussian Processes. Genus label: Real-Time Dense Reconstruction (codex_context_genus, score=9)."
575,2013,Occupancy Mapping and Surface Reconstruction Using Local Gaussian Processes With Kinect Sensors,"Kim, S., and Kim, J. 2013. Occupancy Mapping and Surface Reconstruction Using Local Gaussian Processes With Kinect Sensors. Pages 1335-1346 of: IEEE Trans. on Cybernetics.",Map Representations,Dense Geometric Maps,Dense Reconstruction,Real-Time Dense Reconstruction,codex_context_semantic,0.66,"Cited in map construction / dense reconstruction context. Strongest Handbook context: 5.4.5 Gaussian Processes. Genus label: Real-Time Dense Reconstruction (codex_context_genus, score=6)."
576,2015,GPmap: A Unified Framework for Robotic Mapping Based on Sparse Gaussian Processes,"Kim, Soohwan, and Kim, Jonghyuk. 2015. GPmap: A Unified Framework for Robotic Mapping Based on Sparse Gaussian Processes. Springer International Publishing. Pages 319-332.",Map Representations,Dense Geometric Maps,Dense Reconstruction,Real-Time Dense Reconstruction,codex_context_semantic,0.66,"Cited in map construction / dense reconstruction context. Strongest Handbook context: 5.4.5 Gaussian Processes. Genus label: Real-Time Dense Reconstruction (codex_context_genus, score=6)."
577,2019,3-D Scene Graph: A Sparse and Semantic Representation of Physical Environments for Intelligent Agents,"Kim, Ue-Hwan, Park, Jin-Man, Song, Taek-Jin, and Kim, Jong-Hwan. 2019b. 3-D Scene Graph: A Sparse and Semantic Representation of Physical Environments for Intelligent Agents. IEEE Trans. on Cybernetics, PP(Aug.), 1-13.",Map Representations,Semantic and Structured Maps,Hierarchical Spatial Maps,3D Scene Graphs,codex_context_semantic,0.82,"Title is about hierarchical/scene-graph map representation. Genus label: 3D Scene Graphs (codex_context_genus, score=61)."
578,2022,STEP: State Estimator for Legged Robots Using a Preintegrated Foot Velocity Factor,"Kim, Yeeun, Yu, Byeongho, Lee, Eungchang Mason, Kim, Joon-ha, Park, Hae-won, and Myung, Hyun. 2022. STEP: State Estimator for Legged Robots Using a Preintegrated Foot Velocity Factor. IEEE Robotics and Automation Letters, 7(2), 4456-4463.",Sensor & Odometry Modalities,Proprioceptive and Aided Odometry,Leg Odometry,Contact Estimation,codex_context_semantic,0.9,"Cited in leg odometry for state estimation. Strongest Handbook context: 12.4 Using Leg Odometry for State Estimation         351. Genus label: Contact Estimation (codex_context_genus, score=58)."
